Case,CommCase,Platform,Publisher,VidTitle,CommentText,Likes,CharacterNum,CommLength,Sentiment,Focus,Alignment,MediaType
31.0,1253,Instagram Reels,NPR,Why marigolds on Día de los Muertos?,"This is such a beautiful tradition. I love customs and traditions around the world. I truly believe it makes all our lives better by sharing and respecting others cultures and traditions,",20.0,187.0,1,5.0,1.0,5.0,Hybrid
31.0,1254,Instagram Reels,NPR,Why marigolds on Día de los Muertos?,💗💀,1.0,4.0,2,4.0,0.0,,Hybrid
31.0,1255,Instagram Reels,NPR,Why marigolds on Día de los Muertos?,What a lovely holiday and education about the symbolism of the marigolds. We use to have a marigold garden where I grew up.,4.0,123.0,3,4.0,1.0,4.0,Hybrid
32.0,1256,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,Will they accept the civillians from Gaza that need medical care?,619.0,65.0,3,3.0,0.0,,Hybrid
32.0,1257,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,Lucky them!!!!! Wow. What a privilege. Maybe Palestine can get some of that basic decency too?? Oh wait…,900.0,104.0,3,2.0,0.0,,Hybrid
32.0,1258,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,Lots of empty beds………..,453.0,23.0,2,3.0,1.0,3.0,Hybrid
32.0,1259,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,This is in really bad taste when all of Gazas hospitals are unable to function right now.,1403.0,89.0,3,2.0,1.0,2.0,Hybrid
32.0,1260,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"It’s honestly so striking to see their hospitals. And to see the hospitals in Gaza… hospitals overflowing with patients, patients on the floor, the chaos, not to mention the bombs falling above their heads.",1670.0,206.0,1,2.0,1.0,2.0,Hybrid
32.0,1261,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,really interesting that you're not reporting on Israel destroying hospitals full of civilians in Gaza,307.0,101.0,3,1.0,0.0,,Hybrid
32.0,1262,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"Compare this to hospitals in G@za, including the Turkish hospital, the only hospital with an oncology unit, which was bombed by Isr@el!! They are using vinegar as antiseptic and performing surgery without anesthesia!!",591.0,217.0,1,1.0,1.0,2.0,Hybrid
32.0,1263,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,Must be nice. Will those hospitals be taking in Gazan refugees or are they just for show?,950.0,89.0,3,1.0,1.0,1.0,Hybrid
32.0,1264,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"Must be nice to have hospitals at all. Israel has destroyed all the hospitals for the innocent people of Gaza. Ironic that they keep hiding behind this lie that they need to keep themselves safe. As if they care about their own citizens? The people living in the Kibbutz that was attacked on Oct 7 was ABANDONED by the Israeli government. Look up ""The Hannibal Directive"" if you think I'm lying. Israel doesn't care about their citizens, they care about militaristic supremacy in the region. They will kill as many Muslims, Christians, and Jews necessary to assure they maintain their power.",649.0,591.0,1,1.0,1.0,1.0,Hybrid
32.0,1265,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"Prepared with underground hospitals. It's like they expect other countries to commit international war crimes and target hospitals. Self projection at work, obviously.",321.0,167.0,1,1.0,1.0,1.0,Hybrid
33.0,1266,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Why would they wanna do an exchange when they can continue to use the hostages as a justification for their ethnic cleansing? The IDF don't care about the children this war kills.,917.0,179.0,1,1.0,0.0,,Hybrid
33.0,1267,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Israel probably blew up all the hostages with their wanton bombing of civilians,621.0,79.0,3,1.0,1.0,1.0,Hybrid
33.0,1268,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Israelis and Jewish people all over the world should be upset at their government - how did they allow this? Why did it go on for so long? Why is it over 3 weeks and there are still hostages ? But yet potentially over 10k Palestinians are dead . Anti semitism is at an all time high all over the world - the Israeli government and what they are doing has failed you all .,237.0,371.0,1,1.0,0.0,,Hybrid
33.0,1269,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"Wondering when the Israeli people, and Jewish people worldwide, will finally hold their government accountable ⏰",55.0,112.0,3,2.0,0.0,,Hybrid
33.0,1270,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"We will do anything for one of ours, the proof is exchanging over 1000 prisoners for our beloved soldier, Gilad Shalit. Imagine what we will do for over 200? There’s no one who cares more for their own than Jews.",9.0,212.0,1,2.0,1.0,2.0,Hybrid
33.0,1271,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Why don’t you mention it’s a genocide not war? Why don’t you mention how many Palestinian hostages are in Israeli prisons (5000 about). Has all hostages should be sent home.,303.0,173.0,1,2.0,1.0,1.0,Hybrid
33.0,1272,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"Anyone else catch that NPR is making a very subtle hint that they don't support the prisoner exchange idea? ""One of the prisoners from 10 years ago became the head of Hamas"" yeah maybe remember to talk about the fact that indefinite detention (being detained without any definitive set trial date or sentence length) is supposed to be illegal by the laws of the Geneva convention.",108.0,380.0,1,1.0,1.0,1.0,Hybrid
33.0,1273,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Terrible journalism. How about a number? How many Palestinians are being held in Israel? How many women prisoners? How many children? Why are these Palestinians being held in Israel? What are these Palestinian detainees in Israel being charged with? What Israeli courts are being set up to take responsibility for these Palestinian detainees? Can we have some evidence and information and proper journalism?,188.0,407.0,1,1.0,1.0,1.0,Hybrid
33.0,1274,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,They’ve been asking for that exchange for over a week 😑😑 hostages are not the priority,74.0,88.0,3,2.0,1.0,2.0,Hybrid
33.0,1275,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"That’s actually what Hamas’s goal was in the first place. They did this before in 2006. They took a military big-name guy in order to get Palestinians freed from prison. And they’re doing that now. I understand why, the conviction rate is over 95% accounting to militarycourtwatch.org. Al Jazeera says it’s 99.76%. So when a Palestinian is arrested (they arrest kids for throwing rocks, too), you’re pretty much guaranteed to be convicted and sentenced to jail. Many Palestinians report being abused and beaten and dehumanize in Israeli prisons, too. And to Gazans, even after peaceful protests (2018-2019), they’re still not heard. Ignored. Subjugated. So… yeah. The sign that says “All for All” is right on",39.0,708.0,1,3.0,1.0,2.0,Hybrid
34.0,1276,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,You keep calling it “Israel Hamas war” but the power dynamics are incredibly unequal. This isn’t war. It’s indiscriminate slaughter,774.0,131.0,1,1.0,1.0,2.0,Hybrid
34.0,1277,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"You keep bringing up the attack on Oct 7, as if it justifies the hostile ethic cleansing of the Palestinian people. Please add a few more lines after that about the continuous attacks on Palestinians that they’ve suffered over the last few decades to make sure people truly know what’s going on.",761.0,295.0,1,1.0,1.0,1.0,Hybrid
34.0,1278,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,NPR.. stop it!! Your coverage seems incredibly pro Hamas one sided..,101.0,68.0,3,1.0,1.0,1.0,Hybrid
34.0,1279,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"So, they're just killing people for the fun of it, is how I'm reading this.",240.0,75.0,3,1.0,0.0,,Hybrid
34.0,1280,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"Why do you keep mentioning the hamas attack when that is so far removed from what is being done to innocent Palestinians. If Hamas was hiding in Israel, would they just be dropping bombs everywhere? No. There is no regard for civilians & they are purposely trying to killl as many as they can.",256.0,293.0,1,1.0,0.0,,Hybrid
34.0,1281,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Free Palestine,62.0,14.0,2,3.0,0.0,,Hybrid
34.0,1282,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"Another day, another refugee camp",227.0,33.0,2,3.0,0.0,,Hybrid
34.0,1283,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Why must every time you report on the devastation in Gaza you mention Israel and 10/7? Your reporting is so biased NPR.,83.0,119.0,3,2.0,1.0,2.0,Hybrid
34.0,1284,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Is this a war on terror or a war on refugees? It makes me sad and mad when bombs made in the USA are used on civilians and they never use proof that the countless deaths of innocents actually killed a substantial threat,129.0,219.0,1,2.0,0.0,,Hybrid
34.0,1285,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"Not even pretending to go after Hamas, as they(Israel) claims 🤦🏽‍♂️ 😔",151.0,72.0,3,2.0,0.0,,Hybrid
35.0,1286,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",Lived in NC and my neighborhood had a lot of cancer cases. We found out we lived in a brown area and it’s not required to disclose.,6.0,131.0,1,2.0,1.0,4.0,Hybrid
35.0,1287,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.","’ve lived in Charlotte, NC since 1980 (even worked at the newspaper for nearly 20 years) and have never heard this story. Thank you for sharing.",15.0,144.0,1,4.0,1.0,4.0,Hybrid
35.0,1288,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",More stories like this please.,7.0,30.0,2,5.0,1.0,5.0,Hybrid
35.0,1289,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",And this is exactly why we need regulations. Corporations cannot be trusted to do the right thing. Ever,35.0,103.0,3,2.0,1.0,4.0,Hybrid
35.0,1290,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.","Nice, I like the historical markers, but we should all know at this point- the money ALWAYS wins 🥺",6.0,,3,2.0,1.0,4.0,Hybrid
35.0,1291,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",The struggle of American Black peoples against the never ending evils of so-called white supremacy is the stuff of nightmares. May we know freedom from oppressive struggle and depraved hatred for our very existence in this lifetime.,35.0,232.0,1,2.0,1.0,5.0,Hybrid
35.0,1292,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.","Looking at those photos, it’s a stark reminder that the police often don’t protect and serve the community, they protect and serve corporate interests. In those photos, they were essentially arresting people for declining to be subjected to toxic waste.",50.0,253.0,1,1.0,1.0,4.0,Hybrid
35.0,1293,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",It’s saddening that being woke nowadays means caring about the environment…..,40.0,77.0,3,3.0,1.0,3.0,Hybrid
35.0,1294,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",Just like Emelle in Alabama. Other states bring toxic waste there. It is horrific.,7.0,82.0,3,1.0,1.0,4.0,Hybrid
35.0,1295,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",White people create the mess and black people are supposed to live with it. What a shame!,4.0,89.0,3,1.0,1.0,4.0,Hybrid
36.0,1296,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,Victims of a genocide funded by the US,27.0,38.0,2,2.0,0.0,,Hybrid
36.0,1297,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,This is an Ethnic cleansing. Palestinians are under occupation. Crimes against humanity have and are being committed. Free Palestine🇵🇸,8.0,136.0,1,1.0,1.0,2.0,Hybrid
36.0,1298,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,Yeah but will they be allowed back in once well? Or when the genocide is over?,8.0,78.0,3,2.0,1.0,3.0,Hybrid
36.0,1299,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,shame on Israel shame on the US we will never forget or forgive 💔🇵🇸🇵🇸🇵🇸🇵🇸,4.0,82.0,3,1.0,1.0,2.0,Hybrid
36.0,1300,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,ceasefire NOW!!!!!! @npr you have blood on your hands. free Palestine!!!!!!,4.0,75.0,3,1.0,1.0,1.0,Hybrid
36.0,1301,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,Glad Egypt finally opened its borders.,1.0,38.0,2,4.0,1.0,3.0,Hybrid
36.0,1302,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,I hope this means the Hamas has fewer human shields in the hospital above their base.,3.0,85.0,3,3.0,1.0,3.0,Hybrid
36.0,1303,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,💙💚❤️💜💛 .,0.0,12.0,2,3.0,0.0,,Hybrid
37.0,1304,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Maybe he became Hamas because he was sa in jail,1.0,47.0,3,3.0,0.0,,Hybrid
37.0,1305,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Isrealis terrorist regime will come to an end,32.0,45.0,3,3.0,0.0,,Hybrid
37.0,1306,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,can't bring back the thousands of murdered innocent children miles from where they are... I wish everyone comes back safe but my heart is torn for🇵🇸,8.0,150.0,1,2.0,0.0,,Hybrid
37.0,1307,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,PALESTINE 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸,19.0,149.0,1,3.0,0.0,,Hybrid
37.0,1308,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"Every Israeli 18-40 is in IDF reserves ie military!By Israel’s cynical rationale, aren’t they all military targets living among civilian shields?",36.0,145.0,1,3.0,0.0,,Hybrid
37.0,1309,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,The government doesn’t care. No government does. You are merely to be used to satiate their greed and control.👍,23.0,112.0,3,2.0,0.0,,Hybrid
37.0,1310,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"Poor families, most likely the 🇮🇱 Gov has already killed them. They have been no regards toward innocents civilians.",7.0,118.0,3,1.0,1.0,2.0,Hybrid
37.0,1311,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"The Palestinians held by Israel are ALSO hostages. All 10,000 0f them. Why is NPR using Zionist language?",71.0,105.0,3,1.0,1.0,1.0,Hybrid
37.0,1312,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,It’s not a war. It’s a genocide,31.0,31.0,2,1.0,0.0,,Hybrid
37.0,1313,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,NPR has been very disappointing through out this whole thing. I used to think NPR was at least a “fair” but not anymore.,15.0,120.0,3,1.0,0.0,,Hybrid
38.0,1314,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,🥺,2.0,2.0,2,3.0,0.0,,Hybrid
38.0,1315,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,@Someone😏🫢🥐,0.0,14.0,2,,0.0,,Hybrid
38.0,1316,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,😢,0.0,2.0,2,2.0,0.0,,Hybrid
38.0,1317,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Genocide! From river to sea Palestine will be free!,11.0,51.0,3,2.0,0.0,,Hybrid
38.0,1318,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,a refugee camp. heartless,15.0,25.0,2,2.0,1.0,2.0,Hybrid
38.0,1319,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Shame on the US for supporting this.,31.0,36.0,2,2.0,1.0,2.0,Hybrid
38.0,1320,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,🤍🇵🇸,7.0,6.0,2,3.0,0.0,,Hybrid
38.0,1321,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,God Bless Joe Biden and the democratic party for supporting us,1.0,62.0,3,3.0,0.0,,Hybrid
38.0,1322,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,@<3🇮🇱 @Istandwithisrael u guys are targeting refugees. how low can you stoop. killing babies and innocent ppl,3.0,111.0,3,2.0,0.0,,Hybrid
38.0,1323,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Skill issue,1.0,11.0,2,3.0,0.0,,Hybrid
39.0,1324,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"While you cover the potential of a hospital being attacked in Israel, Israel is attacking hospitals in Gaza",107.0,107.0,3,2.0,1.0,2.0,Hybrid
39.0,1325,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,How are Israelis okay with perpetual insecurity? This could all stop if they force the government to just stop the apartheid. Fear is so blinding.,98.0,146.0,1,2.0,0.0,,Hybrid
39.0,1326,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,They’re literally bombing Lebanon unprovoked right now. This is disgusting.,19.0,75.0,3,1.0,0.0,,Hybrid
39.0,1327,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,NPR is run by the Jews like all the other media not surprised they probably fired all the non Jews already,0.0,106.0,3,2.0,0.0,,Hybrid
39.0,1328,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,What’s the purpose of this post??? Are you rubbing it in the face of Palestinians?,56.0,82.0,3,2.0,0.0,,Hybrid
39.0,1329,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"This is a VERY disingenuous post. You’re showcasing these incredible and safe facilities, completely barren, while Gaza just lost all electricity!!😡",23.0,149.0,1,1.0,1.0,1.0,Hybrid
39.0,1330,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,So Israel is the one with Tunnels under hospitals. Not the Gaza ones got it.,89.0,76.0,3,2.0,1.0,2.0,Hybrid
39.0,1331,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,NPR you so disappoint! Gaza hospitals are being bomb and you report Israeli hospital,49.0,84.0,3,2.0,0.0,,Hybrid
39.0,1332,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,Seeing this after seeing a Palestinian hospital with children on the floor with parents holding their IV bags…,39.0,110.0,3,1.0,0.0,,Hybrid
39.0,1333,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"now cover what's happening in the hospitals in crisis in Gaza that are being bombed every day. we see it happening, cover it @npr",36.0,129.0,1,1.0,0.0,,Hybrid
40.0,1334,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,This is sad. 😢🙏,6.0,17.0,2,2.0,1.0,2.0,Hybrid
40.0,1335,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,🇮🇱🇮🇱🇮🇱,4.0,12.0,2,3.0,0.0,,Hybrid
40.0,1336,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,America is wrong for sending money and weapons to Israel!!😡😡😡,1.0,64.0,3,1.0,1.0,2.0,Hybrid
40.0,1337,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,"It’s not a conflict, it’s genocide.",55.0,35.0,2,1.0,1.0,1.0,Hybrid
40.0,1338,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,Israel dishonor the sacrifices of those lost in the holocaust with their atrocities in Gaza,24.0,91.0,3,1.0,1.0,3.0,Hybrid
40.0,1339,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,Which “terrorist leader” did they aim for in “tunnels under the camp” this time?,21.0,80.0,3,2.0,1.0,2.0,Hybrid
40.0,1340,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,"🇮🇱Gov should be charged for war crimes, shameful act. It’s not a war it’s a genocide against 🇵🇸 civilians.",23.0,110.0,3,2.0,1.0,1.0,Hybrid
40.0,1341,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,"Sanction Israel, this collective punishment is scheme needs to end",18.0,66.0,3,3.0,0.0,,Hybrid
40.0,1342,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,This is an Ethnic cleansing. Palestinians are under occupation. Crimes against humanity have and are being committed. Free Palestine🇵🇸,14.0,136.0,1,2.0,1.0,1.0,Hybrid
40.0,1343,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,another one in a series of massacres. thousands of kids were killed in this indiscriminate bombing and shelling,22.0,111.0,3,2.0,1.0,2.0,Hybrid
41.0,1344,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",Israel is a non existent country they are all foreigners claiming to be native to the land 😂😂😂🤡,10.0,,3,2.0,1.0,2.0,Hybrid
41.0,1345,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",Any means necessary including intentionally killing them,48.0,56.0,3,1.0,1.0,2.0,Hybrid
41.0,1346,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",by any means what do mean by that,8.0,33.0,2,3.0,1.0,3.0,Hybrid
41.0,1347,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",💔💔💔💔💔,3.0,10.0,2,2.0,0.0,,Hybrid
41.0,1348,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",praying for them all,1.0,20.0,2,3.0,1.0,3.0,Hybrid
41.0,1349,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",💔,1.0,2.0,2,2.0,0.0,,Hybrid
41.0,1350,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",Deeply disappointed by this. NPR I expected better from you than promoting blatant propaganda,171.0,93.0,3,1.0,1.0,1.0,Hybrid
41.0,1351,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",Every person who is calling this propaganda is not a human being. These are real ppl who were kidnapped. Shame on your world.,79.0,125.0,1,2.0,1.0,2.0,Hybrid
41.0,1352,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,129.0,40.0,2,3.0,0.0,,Hybrid
41.0,1353,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",🍉🍉🍉🍉🍉,13.0,10.0,2,,0.0,,Hybrid
42.0,1354,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,This is terrifying,88.0,18.0,2,2.0,1.0,3.0,Hybrid
42.0,1355,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,I’m concerned about this. I’m also concerned about her voice.,14.0,61.0,3,2.0,1.0,3.0,Hybrid
42.0,1356,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,I feel like a good chunk of people who hold this belief are smart enough not to say so on a survey,64.0,98.0,3,3.0,1.0,2.0,Hybrid
42.0,1357,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,"We have got to emphasize critical thinking, communication and discourse in education and development",18.0,100.0,3,3.0,1.0,3.0,Hybrid
42.0,1358,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,This is truly alarming information and deserves to be front and center in the news.,5.0,83.0,3,2.0,1.0,4.0,Hybrid
42.0,1359,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,Any number above a couple percents seems like way too much. 🤯,4.0,62.0,3,2.0,1.0,4.0,Hybrid
42.0,1360,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,That is terrifying,4.0,18.0,2,2.0,1.0,3.0,Hybrid
42.0,1361,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,Oh good god,1.0,11.0,2,3.0,1.0,3.0,Hybrid
42.0,1362,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,HUH‽,3.0,4.0,2,3.0,0.0,,Hybrid
42.0,1363,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,Out of how many people polled?,0.0,30.0,2,3.0,1.0,3.0,Hybrid
44.0,1364,YouTube Shorts,Tampa Bay Times,Tampa Bay family competes for $1 million ‘American Ninja Warrior’ prize,Thanks for coming out to see us!!,1.0,33.0,2,4.0,1.0,4.0,Legacy
45.0,1365,YouTube Shorts,Tampa Bay Times,Why Florida scientists have a hint of hope amid the coral bleaching crisis,So that's why my local fish store is selling corals and nems for $300+,0.0,70.0,3,3.0,1.0,3.0,Legacy
45.0,1366,YouTube Shorts,Tampa Bay Times,Why Florida scientists have a hint of hope amid the coral bleaching crisis,We need to send Al Gore more money.,0.0,35.0,2,3.0,0.0,,Legacy
46.0,1367,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,A conveyor belt for sand bags. Nice.,1.0,36.0,2,4.0,1.0,4.0,Legacy
46.0,1368,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,Another I storm. Why is it always the I storms.,5.0,47.0,3,3.0,1.0,3.0,Legacy
46.0,1369,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,May StarClan bless everyone’s path!,0.0,35.0,2,3.0,0.0,,Legacy
46.0,1370,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,Wasting your time this hurricane is not gonna be nothing,1.0,56.0,3,2.0,1.0,2.0,Legacy
46.0,1371,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,If god plans your day to live or die u cant avoid god order what are u guy’s doing 🤣🤣,1.0,87.0,3,2.0,0.0,,Legacy
47.0,1372,YouTube Shorts,Tampa Bay Times,What does a king tide in Tampa Bay mean for Idalia’s storm surge?,Guess I’m headed to Clearwater beach to check that out. It’s 3:30 here in safety harbor,1.0,87.0,3,3.0,0.0,,Legacy
47.0,1373,YouTube Shorts,Tampa Bay Times,What does a king tide in Tampa Bay mean for Idalia’s storm surge?,INTERESTING,0.0,11.0,2,3.0,0.0,,Legacy
47.0,1374,YouTube Shorts,Tampa Bay Times,What does a king tide in Tampa Bay mean for Idalia’s storm surge?,RIP MacDill AFB,1.0,15.0,2,3.0,0.0,,Legacy
47.0,1375,YouTube Shorts,Tampa Bay Times,What does a king tide in Tampa Bay mean for Idalia’s storm surge?,Not good!!😮,1.0,12.0,2,2.0,1.0,4.0,Legacy
48.0,1376,YouTube Shorts,Tampa Bay Times,Tarpon Springs Epiphany cross is retrieved under blue skies,Congratulations!,0.0,16.0,2,4.0,1.0,4.0,Legacy
48.0,1377,YouTube Shorts,Tampa Bay Times,Tarpon Springs Epiphany cross is retrieved under blue skies,"Chasing after mythic icons. What next, Thor’s Hammer?",0.0,53.0,3,3.0,1.0,3.0,Legacy
49.0,1378,YouTube Shorts,Tampa Bay Times,"The cross goes to John Hittos, 16, at Epiphany dive in Tarpon Springs","Mythology, they might as well have thrown Thor’s Hammer.",0.0,56.0,3,3.0,1.0,3.0,Legacy
