Case,CommCase,Platform,Publisher,VidTitle,Comment,Likes/Hearts,CharacterNum,CommLength,Sentiment,Focus,Alignment
32,1265,Instagram Reels,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"Prepared with underground hospitals. It's like they expect other countries to commit international war crimes and target hospitals. Self projection at work, obviously.",321,167,1,1,1,1
33,1266,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Why would they wanna do an exchange when they can continue to use the hostages as a justification for their ethnic cleansing? The IDF don't care about the children this war kills.,917,179,1,1,0,
33,1267,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Israel probably blew up all the hostages with their wanton bombing of civilians,621,79,3,1,1,1
33,1268,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Israelis and Jewish people all over the world should be upset at their government - how did they allow this? Why did it go on for so long? Why is it over 3 weeks and there are still hostages ? But yet potentially over 10k Palestinians are dead . Anti semitism is at an all time high all over the world - the Israeli government and what they are doing has failed you all .,237,371,1,1,0,
33,1269,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"Wondering when the Israeli people, and Jewish people worldwide, will finally hold their government accountable ⏰",55,112,3,2,0,
33,1270,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"We will do anything for one of ours, the proof is exchanging over 1000 prisoners for our beloved soldier, Gilad Shalit. Imagine what we will do for over 200? There’s no one who cares more for their own than Jews.",9,212,1,2,1,2
33,1271,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Why don’t you mention it’s a genocide not war? Why don’t you mention how many Palestinian hostages are in Israeli prisons (5000 about). Has all hostages should be sent home.,303,173,1,2,1,1
33,1272,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"Anyone else catch that NPR is making a very subtle hint that they don't support the prisoner exchange idea? ""One of the prisoners from 10 years ago became the head of Hamas"" yeah maybe remember to talk about the fact that indefinite detention (being detained without any definitive set trial date or sentence length) is supposed to be illegal by the laws of the Geneva convention.",108,380,1,1,1,1
33,1273,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Terrible journalism. How about a number? How many Palestinians are being held in Israel? How many women prisoners? How many children? Why are these Palestinians being held in Israel? What are these Palestinian detainees in Israel being charged with? What Israeli courts are being set up to take responsibility for these Palestinian detainees? Can we have some evidence and information and proper journalism?,188,407,1,1,1,1
33,1274,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,They’ve been asking for that exchange for over a week 😑😑 hostages are not the priority,74,88,3,2,1,2
33,1275,Instagram Reels,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"That’s actually what Hamas’s goal was in the first place. They did this before in 2006. They took a military big-name guy in order to get Palestinians freed from prison. And they’re doing that now. I understand why, the conviction rate is over 95% accounting to militarycourtwatch.org. Al Jazeera says it’s 99.76%. So when a Palestinian is arrested (they arrest kids for throwing rocks, too), you’re pretty much guaranteed to be convicted and sentenced to jail. Many Palestinians report being abused and beaten and dehumanize in Israeli prisons, too. And to Gazans, even after peaceful protests (2018-2019), they’re still not heard. Ignored. Subjugated. So… yeah. The sign that says “All for All” is right on",39,708,1,3,1,2
34,1276,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,You keep calling it “Israel Hamas war” but the power dynamics are incredibly unequal. This isn’t war. It’s indiscriminate slaughter,774,131,1,1,1,2
34,1277,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"You keep bringing up the attack on Oct 7, as if it justifies the hostile ethic cleansing of the Palestinian people. Please add a few more lines after that about the continuous attacks on Palestinians that they’ve suffered over the last few decades to make sure people truly know what’s going on.",761,295,1,1,1,1
34,1278,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,NPR.. stop it!! Your coverage seems incredibly pro Hamas one sided..,101,68,3,1,1,1
34,1279,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"So, they're just killing people for the fun of it, is how I'm reading this.",240,75,3,1,0,
34,1280,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"Why do you keep mentioning the hamas attack when that is so far removed from what is being done to innocent Palestinians. If Hamas was hiding in Israel, would they just be dropping bombs everywhere? No. There is no regard for civilians & they are purposely trying to killl as many as they can.",256,293,1,1,0,
34,1281,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Free Palestine,62,14,2,3,0,
34,1282,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"Another day, another refugee camp",227,33,2,3,0,
34,1283,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Why must every time you report on the devastation in Gaza you mention Israel and 10/7? Your reporting is so biased NPR.,83,119,3,2,1,2
34,1284,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Is this a war on terror or a war on refugees? It makes me sad and mad when bombs made in the USA are used on civilians and they never use proof that the countless deaths of innocents actually killed a substantial threat,129,219,1,2,0,
34,1285,Instagram Reels,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,"Not even pretending to go after Hamas, as they(Israel) claims 🤦🏽‍♂️ 😔",151,72,3,2,0,
35,1286,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",Lived in NC and my neighborhood had a lot of cancer cases. We found out we lived in a brown area and it’s not required to disclose.,6,131,1,2,1,4
35,1287,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.","’ve lived in Charlotte, NC since 1980 (even worked at the newspaper for nearly 20 years) and have never heard this story. Thank you for sharing.",15,144,1,4,1,4
35,1288,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",More stories like this please.,7,30,2,5,1,5
35,1289,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",And this is exactly why we need regulations. Corporations cannot be trusted to do the right thing. Ever,35,103,3,2,1,4
35,1290,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.","Nice, I like the historical markers, but we should all know at this point- the money ALWAYS wins 🥺",6,99,3,2,1,4
35,1291,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",The struggle of American Black peoples against the never ending evils of so-called white supremacy is the stuff of nightmares. May we know freedom from oppressive struggle and depraved hatred for our very existence in this lifetime.,35,232,1,2,1,5
35,1292,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.","Looking at those photos, it’s a stark reminder that the police often don’t protect and serve the community, they protect and serve corporate interests. In those photos, they were essentially arresting people for declining to be subjected to toxic waste.",50,253,1,1,1,4
35,1293,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",It’s saddening that being woke nowadays means caring about the environment…..,40,77,3,3,1,3
35,1294,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",Just like Emelle in Alabama. Other states bring toxic waste there. It is horrific.,7,82,3,1,1,4
35,1295,Instagram Reels,NPR,"The environmental justice movement got its start on the side of the highway in Warren County, N.C.",White people create the mess and black people are supposed to live with it. What a shame!,4,89,3,1,1,4
36,1296,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,Victims of a genocide funded by the US,27,38,2,2,0,
36,1297,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,This is an Ethnic cleansing. Palestinians are under occupation. Crimes against humanity have and are being committed. Free Palestine🇵🇸,8,136,1,1,1,2
36,1298,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,Yeah but will they be allowed back in once well? Or when the genocide is over?,8,78,3,2,1,3
36,1299,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,shame on Israel shame on the US we will never forget or forgive 💔🇵🇸🇵🇸🇵🇸🇵🇸,4,82,3,1,1,2
36,1300,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,ceasefire NOW!!!!!! @npr you have blood on your hands. free Palestine!!!!!!,4,75,3,1,1,1
36,1301,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,Glad Egypt finally opened its borders.,1,38,2,4,1,3
36,1302,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,I hope this means the Hamas has fewer human shields in the hospital above their base.,3,85,3,3,1,3
36,1303,TikTok,NPR,Foreign nationals gathered at Gaza's border crossing with Egypt on…,💙💚❤️💜💛 .,0,12,2,3,0,
37,1304,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Maybe he became Hamas because he was sa in jail,1,47,3,3,0,
37,1305,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,Isrealis terrorist regime will come to an end,32,45,3,3,0,
37,1306,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,can't bring back the thousands of murdered innocent children miles from where they are... I wish everyone comes back safe but my heart is torn for🇵🇸,8,150,1,2,0,
37,1307,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,PALESTINE 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸 🇵🇸,19,149,1,3,0,
37,1308,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"Every Israeli 18-40 is in IDF reserves ie military!By Israel’s cynical rationale, aren’t they all military targets living among civilian shields?",36,145,1,3,0,
37,1309,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,The government doesn’t care. No government does. You are merely to be used to satiate their greed and control.👍,23,112,3,2,0,
37,1310,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"Poor families, most likely the 🇮🇱 Gov has already killed them. They have been no regards toward innocents civilians.",7,118,3,1,1,2
37,1311,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,"The Palestinians held by Israel are ALSO hostages. All 10,000 0f them. Why is NPR using Zionist language?",71,105,3,1,1,1
37,1312,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,It’s not a war. It’s a genocide,31,31,2,1,0,
37,1313,TikTok,NPR,Israelis are rallying for the release of all Palestinian prisoners in…,NPR has been very disappointing through out this whole thing. I used to think NPR was at least a “fair” but not anymore.,15,120,3,1,0,
38,1314,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,🥺,2,2,2,3,0,
38,1315,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,@Someone😏🫢🥐,0,14,2,99,0,
38,1316,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,😢,0,2,2,2,0,
38,1317,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Genocide! From river to sea Palestine will be free!,11,51,3,2,0,
38,1318,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,a refugee camp. heartless,15,25,2,2,1,2
38,1319,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Shame on the US for supporting this.,31,36,2,2,1,2
38,1320,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,🤍🇵🇸,7,6,2,3,0,
38,1321,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,God Bless Joe Biden and the democratic party for supporting us,1,62,3,3,0,
38,1322,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,@<3🇮🇱 @Istandwithisrael u guys are targeting refugees. how low can you stoop. killing babies and innocent ppl,3,111,3,2,0,
38,1323,TikTok,NPR,An Israeli airstrike hit Maghazi refugee camp in central Gaza…,Skill issue,1,11,2,3,0,
39,1324,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"While you cover the potential of a hospital being attacked in Israel, Israel is attacking hospitals in Gaza",107,107,3,2,1,2
39,1325,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,How are Israelis okay with perpetual insecurity? This could all stop if they force the government to just stop the apartheid. Fear is so blinding.,98,146,1,2,0,
39,1326,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,They’re literally bombing Lebanon unprovoked right now. This is disgusting.,19,75,3,1,0,
39,1327,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,NPR is run by the Jews like all the other media not surprised they probably fired all the non Jews already,0,106,3,2,0,
39,1328,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,What’s the purpose of this post??? Are you rubbing it in the face of Palestinians?,56,82,3,2,0,
39,1329,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"This is a VERY disingenuous post. You’re showcasing these incredible and safe facilities, completely barren, while Gaza just lost all electricity!!😡",23,149,1,1,1,1
39,1330,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,So Israel is the one with Tunnels under hospitals. Not the Gaza ones got it.,89,76,3,2,1,2
39,1331,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,NPR you so disappoint! Gaza hospitals are being bomb and you report Israeli hospital,49,84,3,2,0,
39,1332,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,Seeing this after seeing a Palestinian hospital with children on the floor with parents holding their IV bags…,39,110,3,1,0,
39,1333,TikTok,NPR,Many hospitals in Israel are moving underground in case of a missile attack.⁠,"now cover what's happening in the hospitals in crisis in Gaza that are being bombed every day. we see it happening, cover it @npr",36,129,1,1,0,
40,1334,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,This is sad. 😢🙏,6,17,2,2,1,2
40,1335,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,🇮🇱🇮🇱🇮🇱,4,12,2,3,0,
40,1336,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,America is wrong for sending money and weapons to Israel!!😡😡😡,1,64,3,1,1,2
40,1337,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,"It’s not a conflict, it’s genocide.",55,35,2,1,1,1
40,1338,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,Israel dishonor the sacrifices of those lost in the holocaust with their atrocities in Gaza,24,91,3,1,1,3
40,1339,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,Which “terrorist leader” did they aim for in “tunnels under the camp” this time?,21,80,3,2,1,2
40,1340,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,"🇮🇱Gov should be charged for war crimes, shameful act. It’s not a war it’s a genocide against 🇵🇸 civilians.",23,110,3,2,1,1
40,1341,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,"Sanction Israel, this collective punishment is scheme needs to end",18,66,3,3,0,
40,1342,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,This is an Ethnic cleansing. Palestinians are under occupation. Crimes against humanity have and are being committed. Free Palestine🇵🇸,14,136,1,2,1,1
40,1343,TikTok,NPR,An Israeli strike hit the Bureij refugee camp in central Gaza on Thursday…,another one in a series of massacres. thousands of kids were killed in this indiscriminate bombing and shelling,22,111,3,2,1,2
41,1344,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",Israel is a non existent country they are all foreigners claiming to be native to the land 😂😂😂🤡,10,99,3,2,1,2
41,1345,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",Any means necessary including intentionally killing them,48,56,3,1,1,2
41,1346,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",by any means what do mean by that,8,33,2,3,1,3
41,1347,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",💔💔💔💔💔,3,10,2,2,0,
41,1348,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",praying for them all,1,20,2,3,1,3
41,1349,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",💔,1,2,2,2,0,
41,1350,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",Deeply disappointed by this. NPR I expected better from you than promoting blatant propaganda,171,93,3,1,1,1
41,1351,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",Every person who is calling this propaganda is not a human being. These are real ppl who were kidnapped. Shame on your world.,79,125,1,2,1,2
41,1352,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,129,40,2,3,0,
41,1353,TikTok,NPR,"At Ben Gurion Airport in Tel Aviv, new photographs highlight the…",🍉🍉🍉🍉🍉,13,10,2,99,0,
42,1354,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,This is terrifying,88,18,2,2,1,3
42,1355,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,I’m concerned about this. I’m also concerned about her voice.,14,61,3,2,1,3
42,1356,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,I feel like a good chunk of people who hold this belief are smart enough not to say so on a survey,64,98,3,3,1,2
42,1357,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,"We have got to emphasize critical thinking, communication and discourse in education and development",18,100,3,3,1,3
42,1358,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,This is truly alarming information and deserves to be front and center in the news.,5,83,3,2,1,4
42,1359,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,Any number above a couple percents seems like way too much. 🤯,4,62,3,2,1,4
42,1360,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,That is terrifying,4,18,2,2,1,3
42,1361,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,Oh good god,1,11,2,3,1,3
42,1362,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,HUH‽,3,4,2,3,0,
42,1363,TikTok,NPR,Nearly a quarter of Americans support political violence heading into the 2024 presidential election,Out of how many people polled?,0,30,2,3,1,3
44,1364,YouTube Shorts,Tampa Bay Times,Tampa Bay family competes for $1 million ‘American Ninja Warrior’ prize,Thanks for coming out to see us!!,1,33,2,4,1,4
45,1365,YouTube Shorts,Tampa Bay Times,Why Florida scientists have a hint of hope amid the coral bleaching crisis,So that's why my local fish store is selling corals and nems for $300+,0,70,3,3,1,3
45,1366,YouTube Shorts,Tampa Bay Times,Why Florida scientists have a hint of hope amid the coral bleaching crisis,We need to send Al Gore more money.,0,35,2,3,0,
46,1367,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,A conveyor belt for sand bags. Nice.,1,36,2,4,1,4
46,1368,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,Another I storm. Why is it always the I storms.,5,47,3,3,1,3
46,1369,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,May StarClan bless everyone’s path!,0,35,2,3,0,
46,1370,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,Wasting your time this hurricane is not gonna be nothing,1,56,3,2,1,2
46,1371,YouTube Shorts,Tampa Bay Times,Tampa Bay prepares for Tropical Storm Idalia ,If god plans your day to live or die u cant avoid god order what are u guy’s doing 🤣🤣,1,87,3,2,0,
47,1372,YouTube Shorts,Tampa Bay Times,What does a king tide in Tampa Bay mean for Idalia’s storm surge?,Guess I’m headed to Clearwater beach to check that out. It’s 3:30 here in safety harbor,1,87,3,3,0,
47,1373,YouTube Shorts,Tampa Bay Times,What does a king tide in Tampa Bay mean for Idalia’s storm surge?,INTERESTING,0,11,2,3,0,
47,1374,YouTube Shorts,Tampa Bay Times,What does a king tide in Tampa Bay mean for Idalia’s storm surge?,RIP MacDill AFB,1,15,2,3,0,
47,1375,YouTube Shorts,Tampa Bay Times,What does a king tide in Tampa Bay mean for Idalia’s storm surge?,Not good!!😮,1,12,2,2,1,4
48,1376,YouTube Shorts,Tampa Bay Times,Tarpon Springs Epiphany cross is retrieved under blue skies,Congratulations!,0,16,2,4,1,4
48,1377,YouTube Shorts,Tampa Bay Times,Tarpon Springs Epiphany cross is retrieved under blue skies,"Chasing after mythic icons. What next, Thor’s Hammer?",0,53,3,3,1,3
49,1378,YouTube Shorts,Tampa Bay Times,"The cross goes to John Hittos, 16, at Epiphany dive in Tarpon Springs","Mythology, they might as well have thrown Thor’s Hammer.",0,56,3,3,1,3
50,1379,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…","As long as there are no circus animals involved, this is great!",22,63,3,4,1,4
50,1380,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",What a job,0,10,2,3,1,4
50,1381,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",Circuses are poison. They treat their staff terrible. All the time. Sexual abuse and so much more. Oh and they treat the animals poorly. Don’t be fooled by the happiness you see. It’s fake smiles,0,195,1,1,1,2
50,1382,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",Someone has a really bad termite problem!,0,41,3,2,0,
50,1383,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",Bring on the animals!!! 🙌,1,26,2,4,1,4
50,1384,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",The show was good I'm very disappointed that accessing the tent was not ♿️ user friendly. 😔,1,92,3,2,1,2
50,1385,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",❤️❤️,0,4,2,4,0,
51,1386,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,"Bus? Train? Light rail? Na, let’s fly 1-2 people at a time.",21,59,3,2,1,2
51,1387,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,"I’m excited about the innovation. I’m wondering how this would change the training world for aspiring pilots. There’s already a shortage. If this took off in a few years time, that gap would widen further. I wonder if they’d lower the cost of education, the required hours or how they would combat that need. Pilots are expensive. I can’t imagine this being cheaper than an Uber to make the same distance, though I appreciate the time saved.",0,441,1,3,1,3
51,1388,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Do you have to tip your pilot too?,0,34,2,3,0,
51,1389,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,This is so annoying. This is for dudes who can’t get a date so they have to land on top of a building to feel cool,1,114,3,3,0,
51,1390,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Train?,6,6,2,3,0,
51,1391,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,"And where are all these electronic batteries going to be dumped in the future? Once transportation moves from petrol to battery, electric prices will just go up. But, let's spend a fortune transporting 2 people by air, right?",0,225,1,2,1,2
51,1392,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Reduce traffic and lower emissions? Sounds like light rail would solve this and also move more than 2 people...,8,111,3,2,1,2
51,1393,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Have you driven around here? Now they’re going to be in the air?!?!? No thanks!!!,4,81,3,2,1,3
51,1394,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Lol we have so much air traffic but bring it on I’d love to fly local to another city in Hillsborough 😂 #takemymoney 😂,0,120,3,4,1,3
51,1395,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Invest in JOBY and Archer.,1,26,2,99,,
52,1396,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",Really cool👏😍! Can next step be an underwater drone/ cam or a diver? I can help with the latter 😍 ,1,101,3,5,0,
52,1397,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",I love this,0,11,2,4,0,
52,1398,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",So very cool! 💚 .,0,18,2,5,1,4
52,1399,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",That is so cool ❤️,0,18,2,5,1,4
52,1400,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",Coolest thing I’ve ever seen! On all fronts way to go 👏,0,56,3,5,1,5
52,1401,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",This is so awesome! Way to go! 👏🫶,0,35,2,5,1,5
52,1402,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",❤️❤️❤️❤️,0,8,2,4,0,
52,1403,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",❤️,0,2,2,4,0,
52,1404,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",🙌 .,0,4,2,4,0,
52,1405,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",❤️❤️,0,4,2,4,0,
53,1406,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",This is horrible. Why not have a proper sanctuary and not continue to harm and exploit them? They’ve clearly been through enough how are you not doing literally the exact same thing to them???? Why do people insist on sitting on animals in 2023??,0,246,1,1,1,1
53,1407,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",Love this!,1,10,2,4,1,4
53,1408,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",What a beautiful story!! I just love this.,2,42,3,5,1,4
53,1409,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",Yay Wyatt and Justine!!!! 🙌,1,28,2,4,0,
53,1410,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",It’s a great outcome which brought a tear to my eye. I know how hard you both had to work. His story could have been very different.,1,132,1,5,1,5
53,1411,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",❤️❤️❤️ That’s an awesome transformation!,1,40,2,4,1,4
53,1412,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",I got teary eyed. So thrilled for sweet Wyatt and his happy new life! Way to go Justine 👏,1,90,3,4,1,4
54,1413,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,"Question for Californians, Sincerely do yall like living with homeless and trash because ""At least it's not Trump"" or why?",6,122,3,3,0,
54,1414,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,"Wow, Desantis arguements we’re so easily to dismantle. How is this dude even around?",0,84,3,2,1,3
